-0.010985353,-0.010914738,0.00397488,0.03256288,,
-0.00063823,-0.000933829,-7.03E-05,-0.004967874,,
-0.073276511,-0.073318099,0.021964026,0.585812051,,
-0.101857024,-0.103654955,0.023989559,0.726318015,,
-0.096571704,-0.094804282,0.02490288,0.566326058,,
-0.006097652,-0.006269559,-0.005959277,0.004643022,,
-0.151132059,-0.148589487,0.040803883,0.965793405,,
0.016888473,0.018952359,-0.005582507,0.009234939,,
0.016511182,0.015897415,0.011628655,0.001123175,,
mobile
-0.0503829543,-0.050061475,-0.0009739931,0.1107720759,
-0.0325811819,-0.0325634831,-0.0096850447,0.0268946252,
-0.0798644747,-0.0804335426,0.0044674704,0.5157785663,
-0.1191382297,-0.1182100758,0.0252342992,0.6673270759,
-0.1255874251,-0.1265341269,-0.0082543604,0.477964566,
0.0092599279,0.0094413254,-0.0270543511,0.0117724749,
-0.143658588,-0.1434199049,0.0668314286,0.9159656335,
0.0737837977,0.0740279008,-0.014591546,-0.036281314,
0.0022483175,0.002404392,0.0331231566,-0.0297462109,
mobile
0.9968305207,0.0454218407,-0.0682976453,0.999992908,0.0124942087,-0.1033597615,
0.9970665105,0.0451215255,-0.0720513806,0.9999938627,0.0085330803,-0.107965674,
0.9974735179,0.0429682586,-0.0692660354,0.9999948775,0.0082890014,-0.1203342967,
0.9976918968,0.0371105583,-0.0663721633,0.9999956427,0.0043507781,-0.1255682778,
0.9978921918,0.0327015944,-0.0702733726,0.9999959565,0.001287108,-0.1365451848,
0.9981683957,0.0423883061,-0.0727050112,0.9999965922,-8.62082e-05,-0.1424323521,
0.9983335065,0.0438629719,-0.0805132668,0.9999967569,-0.0006766954,-0.1547989503,
0.9982199694,0.0553314462,-0.0871750777,0.9999969536,0.000878129,-0.1610112162,
0.9981867568,0.060492587,-0.0553531056,0.9999974744,-0.0027638869,-0.1638658341,
